Name	TabType	ItemIndex	RandSeed	CountLimit	Durability	ReputeLevel	Price	RequireAchievementRecord	RequireLevel	IsValid	CoinType1	CoinAmount1	Contribution	Prestige	AchievementPoint	ItemType1	ItemIndex1	ItemCount1	MentorValue	RequireTitle	Justice	ExamPrint	ArenaAward	ActivityAward	RequireCorpsValue	MaskCorpsNeedToCheck	CanReturn	TongReputation	TongFund	RequireArenaLevel	RequireArenaLevelExcept2v2	Position	nPercentByGameDesign	BeginSellTime	PlayerRemoteDataPos	PlayerRemoteDataLength	PlayerBuyLimit
古意调味匣·星月万里	CustomWeapon	34504	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
灵虚大菜刀·星月万里	CustomWeapon	34505	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
至尊剔骨刀·星月万里	CustomWeapon	34506	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
至尊熏猪腿·星月万里	CustomWeapon	34507	0	-1	-1	0	5000000			1						5	5242	200									1					近程武器					
御赐大锅铲·星月万里	CustomWeapon	34508	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
翡翠玲珑筷·星月万里	CustomWeapon	34509	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
霓裳玉女勺·星月万里	CustomWeapon	34510	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
瑶星青玉葱·星月万里	CustomWeapon	34511	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
菩提擀面杖·星月万里	CustomWeapon	34512	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
蜀月竹筒饭·星月万里	CustomWeapon	34513	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
妙火天香串·星月万里	CustomWeapon	34514	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
醉梦逍遥棒·星月万里	CustomWeapon	34515	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
蒜香蒸鱼屉·星月万里	CustomWeapon	34516	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
傲寒绛腊厨装·星月万里	CustomWeapon	34517	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
沧波渔网架·星月万里	CustomWeapon	34518	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
凌晓绿竹剑·星月万里	CustomWeapon	34519	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
寻龙鸳鸯镬·星月万里	CustomWeapon	34520	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
迎新春饼·星月万里	CustomWeapon	34521	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
傲寒绛腊厨装·星月万里	CustomWeapon	34522	0	-1	-1	0	10000000			1						5	5242	400									1					近程武器					
御厨上衣·星月万里	CustomArmor	94152	0	-1	-1	0	4000000			1						5	5242	200									1					近程武器					
御厨腰带·星月万里	CustomArmor	94153	0	-1	-1	0	2000000			1						5	5242	100									1					上衣					
大厨擀面杖·火候	CustomWeapon	2103	0	-1	-1	0	400000			1						5	5242	20									1					腰带					
大厨玲珑筷·火候	CustomWeapon	2104	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨大菜刀·火候	CustomWeapon	2105	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨大锅铲·刀功	CustomWeapon	2106	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨玉女勺·火候	CustomWeapon	2107	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨擀面杖·清蒸	CustomWeapon	2108	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨玲珑筷·水煮	CustomWeapon	2109	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨大菜刀·刀功	CustomWeapon	2110	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨大锅铲·生煎	CustomWeapon	2111	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨玉女勺·水煮	CustomWeapon	2112	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨剔骨刀·刀功	CustomWeapon	2822	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨熏猪腿·刀功	CustomWeapon	2824	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨青玉葱·火候	CustomWeapon	5101	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨青玉葱·水煮	CustomWeapon	5102	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨竹筒饭·刀功	CustomWeapon	5103	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨竹筒饭·火候	CustomWeapon	5104	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨天香串·火候	CustomWeapon	6461	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨天香串·清蒸	CustomWeapon	6462	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨逍遥棒·刀功	CustomWeapon	8778	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨蒸鱼屉·刀功	CustomWeapon	10365	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨蒸鱼屉·清蒸	CustomWeapon	10366	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨调味匣·火候	CustomWeapon	11328	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨调味匣·水煮	CustomWeapon	11329	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨绛腊厨装·刀功	CustomWeapon	14829	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨渔网架·刀功	CustomWeapon	20334	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨绿竹剑·刀功	CustomWeapon	23595	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨鸳鸯镬·火候	CustomWeapon	26879	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
迎新春饼·火候	CustomWeapon	30675	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨春饼·水煮	CustomWeapon	30676	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨春饼·火候	CustomWeapon	34523	0	-1	-1	0	400000			1						5	5242	20									1					近程武器					
大厨上衣	CustomArmor	4589	0	-1	-1	0	200000			1						5	5242	20									1					上衣					
大厨腰带	CustomArmor	4590	0	-1	-1	0	100000			1						5	5242	20									1					腰带					
