CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
0	0	0	0	0	0	0	0
7	351	7	0				10000
7	352	7	0				10000
7	353	7	0				10000
7	354	7	0				10000
7	355	7	0				10000
7	356	7	0				10000
7	357	7	0				10000
7	358	7	0				10000
7	359	7	0				10000
7	360	7	0				10000
7	361	7	0				10000
7	362	7	0				10000
7	363	7	0				10000
7	364	7	0				10000
7	365	7	0				10000
7	366	7	0				10000
7	367	7	0				10000
7	368	7	0				10000
7	369	7	0				10000
7	370	7	0				10000
7	371	7	0				10000
7	372	7	0				10000
7	373	7	0				10000
7	374	7	0				10000
7	375	7	0				10000
7	376	7	0				10000
7	377	7	0				10000
7	378	7	0				10000
7	379	7	0				10000
7	380	7	0				10000
7	381	7	0				10000
7	382	7	0				10000
7	383	7	0				10000
7	384	7	0				10000
7	385	7	0				10000
7	386	7	0				10000
7	387	7	0				10000
7	388	7	0				10000
7	389	7	0				10000
7	390	7	0				10000
7	391	7	0				10000
7	392	7	0				10000
