GroupID	NpcTemplateID	MaxCount	PlayerDiff	RandomDiff	Daily	ScriptName	Quest1	Quest2	Quest3	Quest4	Quest5	Quest6	Quest7	Quest8	Quest9	Quest10	Quest11	Quest12	Quest13	Quest14	Quest15	Quest16	Quest17	Quest18	Quest19	Quest20	Quest21	Quest22	Quest23	Quest24	Quest25	Quest26	Quest27	Quest28	Quest29	Quest30	Quest31	Quest32	PrepGroupID	PrepGroupCount
1	869	1	0	0	0		0	0	0	0	0	0																												
2	14211	1	0	0	0		19432	19433	19434	19435	19436	19376	19376	19376	19425	19425	19425	19427	19427	19427	22788	22788	22788	22788	22787	22787	22787	22787		0	0	0	0	0	0					
3	7731	1	0	0	0		6465	6466	6467																															
4	7744	1	0	0	0		6456	6457																																
8	10729	1	0	0	0		6459	6460	6461																															
10	10252	1	0	0	0		6777	6778	6779	6780	6781	6783																												
11	14211	1	0	0	0		19424	19424	19426	19426	19428	19428	19429	19430	19431	22789	22789	22789	22790	22790	22790																			
12	109	1	0	0	0		4494																																	
13	109	1	0	0	0		4629																																	
14	109	1	0	0	0		4630																																	
15	571	1	0	0	0		4491																																	
16	571	1	0	0	0		4647																																	
17	571	1	0	0	0		4648																																	
18	768	1	0	0	0		4506																																	
19	768	1	0	0	0		4653																																	
20	768	1	0	0	0		4654																																	
21	869	1	0	0	0		0																																	
22	869	1	0	0	0		0																																	
23	869	1	0	0	0		0																																	
24	869	1	0	0	0		0																																	
25	869	1	0	0	0		0																																	
26	869	1	0	0	0		0																																	
27	869	1	0	0	0		0																																	
28	869	1	0	0	0		0																																	
29	869	1	0	0	0		0																																	
30	869	1	0	0	0		0																																	
31	876	1	0	0	0		4198																																	
32	876	1	0	0	0		5645																																	
33	1365	1	0	0	0		4237																																	
34	1365	1	0	0	0		4239																																	
35	1365	1	0	0	0		5655																																	
36	1365	1	0	0	0		5657																																	
37	1399	1	0	0	0		4236																																	
38	1399	1	0	0	0		4238																																	
39	1399	1	0	0	0		5654																																	
40	1399	1	0	0	0		5656																																	
41	1570	1	0	0	0		4212																																	
42	1570	1	0	0	0		4213																																	
43	1570	1	0	0	0		4214																																	
44	1570	1	0	0	0		4215																																	
45	1581	1	0	0	0		4192																																	
46	1581	1	0	0	0		4195																																	
47	1581	1	0	0	0		5650																																	
48	1581	1	0	0	0		5653																																	
49	1594	1	0	0	0		4193																																	
50	1594	1	0	0	0		4194																																	
51	1594	1	0	0	0		5651																																	
52	1594	1	0	0	0		5652																																	
53	1595	1	0	0	0		4225																																	
54	1596	1	0	0	0		4203																																	
55	1596	1	0	0	0		4206																																	
56	1596	1	0	0	0		5646																																	
57	1596	1	0	0	0		5648																																	
58	1600	1	0	0	0		4205																																	
59	1600	1	0	0	0		4296																																	
60	1600	1	0	0	0		5647																																	
61	1600	1	0	0	0		5649																																	
62	1627	1	0	0	0		4226																																	
63	1701	1	0	0	0		4227																																	
64	1701	1	0	0	0		4228																																	
65	1737	1	0	0	0		4199																																	
66	1737	1	0	0	0		4200																																	
67	1737	1	0	0	0		4201																																	
68	1737	1	0	0	0		5642																																	
69	1737	1	0	0	0		5643																																	
70	1737	1	0	0	0		5644																																	
71	2209	1	0	0	0		5567																																	
72	2576	1	0	0	0		2932																																	
73	2576	1	0	0	0		4627																																	
74	2576	1	0	0	0		4628																																	
75	2638	1	0	0	0		4508																																	
76	2638	1	0	0	0		4650																																	
77	2638	1	0	0	0		4651																																	
78	3485	1	0	0	0		4665																																	
79	3485	1	0	0	0		4666																																	
80	3485	1	0	0	0		4667																																	
81	3485	1	0	0	0		4671																																	
82	3485	1	0	0	0		4795																																	
83	3640	1	0	0	0		4669																																	
84	3640	1	0	0	0		4670																																	
85	3640	1	0	0	0		4672																																	
86	3640	1	0	0	0		4673																																	
87	3640	1	0	0	0		4794																																	
88	3716	1	0	0	0		4661																																	
89	3716	1	0	0	0		4662																																	
90	3716	1	0	0	0		4663																																	
91	3716	1	0	0	0		4664																																	
92	3716	1	0	0	0		4796																																	
93	3804	1	0	0	0		0																																	
94	4519	1	0	0	0		2303																																	
95	5709	1	0	0	0		2309																																	
96	5709	1	0	0	0		2311																																	
97	5709	1	0	0	0		2350																																	
98	6271	1	0	0	0		4591																																	
99	6271	1	0	0	0		4592																																	
100	6271	1	0	0	0		4593																																	
101	6271	1	0	0	0		4594																																	
102	6271	1	0	0	0		0																																	
103	6271	1	0	0	0		0																																	
104	6271	1	0	0	0		0																																	
105	6271	1	0	0	0		0																																	
106	6271	1	0	0	0		0																																	
107	6271	1	0	0	0		0																																	
108	6271	1	0	0	0		0																																	
109	6514	1	0	0	0		4766																																	
110	6557	1	0	0	0		4767																																	
111	6557	1	0	0	0		7966																																	
112	6561	1	0	0	0		4762																																	
113	6561	1	0	0	0		0																																	
114	6561	1	0	0	0		4764																																	
115	6561	1	0	0	0		4765																																	
116	6561	1	0	0	0		0																																	
117	6561	1	0	0	0		0																																	
118	6561	1	0	0	0		0																																	
119	6561	1	0	0	0		0																																	
120	6561	1	0	0	0		0																																	
121	6561	1	0	0	0		0																																	
122	6561	1	0	0	0		0																																	
123	6804	1	0	0	0		8035																																	
124	7280	1	0	0	0		5328																																	
125	7280	1	0	0	0		5576																																	
126	7280	1	0	0	0		5577																																	
127	7392	1	0	0	0		7317																																	
128	7604	1	0	0	0		5552																																	
129	7605	1	0	0	0		5553																																	
130	7606	1	0	0	0		5549																																	
131	7607	1	0	0	0		5550																																	
132	7706	1	0	0	0		5589																																	
133	7707	1	0	0	0		5594																																	
134	7709	1	0	0	0		5584																																	
135	7710	1	0	0	0		5592																																	
136	7712	1	0	0	0		5591																																	
137	7722	1	0	0	0		6481																																	
138	7789	1	0	0	0		5640																																	
139	7968	1	0	0	0		6755																																	
140	7968	1	0	0	0		7281																																	
141	7968	1	0	0	0		7282																																	
142	7968	1	0	0	0		7283																																	
143	7968	1	0	0	0		7284																																	
144	7968	1	0	0	0		7418																																	
145	9443	1	0	0	0		7307																																	
146	9473	1	0	0	0		7288																																	
147	9473	1	0	0	0		7290																																	
148	9473	1	0	0	0		7291																																	
149	9727	1	0	0	0		6463																																	
150	10393	1	0	0	0		6648																																	
151	6804	1	0	0	0		6649																																	
152	10502	1	0	0	0		6655																																	
153	10502	1	0	0	0		6657																																	
154	10502	1	0	0	0		6660																																	
156	11718	1	0	0	0		6911																																	
157	11718	1	0	0	0		6914																																	
158	11718	1	0	0	0		6915																																	
159	11718	1	0	0	0		6937																																	
162	14211	1	0	0	0		6010																																	
167	14211	1	0	0	0		7982																																	
168	14443	1	0	0	0		7351																																	
169	14452	1	0	0	0		7037																																	
170	15223	1	0	0	0		7938																																	
171	15530	1	0	0	0		0																																	
172	15531	1	0	0	0		0																																	
173	15532	1	0	0	0		0																																	
174	15533	1	0	0	0		0																																	
175	15534	1	0	0	0		0																																	
176	15535	1	0	0	0		0																																	
177	15536	1	0	0	0		0																																	
178	15537	1	0	0	0		7449																																	
179	7606	1	0	0	0		7500																																	
180	7606	1	0	0	0		7533																																	
181	7606	1	0	0	0		7534																																	
182	7606	1	0	0	0		7535																																	
183	7606	1	0	0	0		7536																																	
184	7604	1	0	0	0		7504																																	
185	7604	1	0	0	0		7538																																	
186	7604	1	0	0	0		7539																																	
187	7604	1	0	0	0		7540																																	
188	7604	1	0	0	0		7541																																	
189	7607	1	0	0	0		4230																																	
190	7607	1	0	0	0		4231																																	
191	7607	1	0	0	0		4232																																	
192	7607	1	0	0	0		4233																																	
193	7607	1	0	0	0		7503																																	
194	7605	1	0	0	0		4197																																	
195	7605	1	0	0	0		4208																																	
196	7605	1	0	0	0		4210																																	
197	7605	1	0	0	0		4211																																	
198	7605	1	0	0	0		7502																																	
199	15926	1	0	0	0		7768																																	
200	15927	1	0	0	0		7770																																	
201	16349	1	0	0	0		7896																																	
202	16491	1	0	0	0		7990																																	
203	16491	1	0	0	0		7993																																	
204	16491	1	0	0	0		7994																																	
205	16491	1	0	0	0		7995																																	
206	16492	1	0	0	0		7997																																	
207	16492	1	0	0	0		7998																																	
208	16492	1	0	0	0		7999																																	
209	16492	1	0	0	0		8001																																	
212	16701	1	0	0	0		8090																																	
213	113370	1	0	0	0	scripts/RandomQuest/美人图限制场景.lua	7669																																	
214	16747	1	0	0	0		0																																	
215	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8206																																	
216	113370	1	0	0	0	scripts/RandomQuest/瞿塘飞影限制场景.lua	8332																																	
217	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8347																																	
218	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8348																																	
219	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8349																																	
220	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8350																																	
221	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8351																																	
222	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8352																																	
223	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8353																																	
225	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8398																																	
226	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8399																																	
227	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8400																																	
228	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8401																																	
229	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8402																																	
230	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8403																																	
231	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	8404																																	
232	16134	10	1	1	0		7821	7822	7843	7844	7845	7846	7847	7832	7833	7834	7835	7836	7837	7838	7840	7842	9963	7827	7828	7829	7830	7831												
233	15675	5	0	0	0	scripts/RandomQuest/美人图限制场景.lua	8440																																	
234	7708	3	1	1	0		8197	8199	8200	8204	8252	8244	8273																											
235	7707	3	1	1	0		8220	8221	8222	8223	8224	8225	8226																											
236	7706	3	1	1	0		8245	8246	8247	8248	8249	8250	8251																											
237	7712	3	1	1	0		8237	8238	8239	8240	8241	8242	8243																											
238	7709	3	1	1	0		8229	8230	8231	8232	8233	8234	8235																											
239	7710	3	1	1	0		8256	8257	8258	8259	8260	8261	8262																											
240	102973	3	1	1	0		8274	8306	8330	8331	8334	8338	8433	8339																										
241	15223	3	1	1	0		8208	8209	8212	8213	8435	8436	8437																											
242	16103	1	0	0	0		7716																																	
243	16110	1	0	0	0		7717																																	
244	16110	1	0	0	0		7940																																	
245	16105	1	0	0	0		7718																																	
246	16105	1	0	0	0		7719																																	
247	16584	1	0	0	0		7721																																	
248	16105	1	0	0	0		7927																																	
249	16206	1	0	0	0		7731																																	
250	16207	1	0	0	0		7747																																	
251	16213	1	0	0	0		7749																																	
252	15451	1	0	0	0		7756																																	
253	17086	1	0	0	0		7758																																	
254	15451	1	0	0	0		7760																																	
255	16220	1	0	0	0		7761																																	
256	16206	1	0	0	0		8024																																	
257	16405	1	0	0	0		7724																																	
