CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
0	0	0	0	0	0	0	0
5	9	5	0				10000
5	13	5	0				10000
5	14	5	0				10000
5	15	5	0				10000
5	16	5	0				10000
5	17	5	0				10000
5	19	5	0				10000
5	26	5	0				10000
5	34	5	0				10000
5	49	5	0				10000
5	57	5	0				10000
5	73	5	0				10000
5	74	5	0				10000
5	75	5	0				10000
5	76	5	0				10000
5	77	5	0				10000
5	78	5	0				10000
5	79	5	0				10000
5	80	5	0				10000
5	89	5	0				10000
5	132	5	0				10000
5	133	5	0				10000
5	134	5	0				10000
5	135	5	0				10000
5	143	5	0				10000
5	144	5	0				10000
5	146	5	0				10000
5	171	5	0				10000
5	172	5	0				10000
5	183	5	0				10000
5	184	5	0				10000
5	198	5	0				10000
5	249	5	0				10000
5	250	5	0				10000
5	422	5	0				10000
5	423	5	0				10000
5	450	5	0				10000
5	451	5	0				10000
5	494	5	0				10000
5	519	5	0				10000
5	520	5	0				10000
5	694	5	0				10000
5	804	5	0				10000
5	922	5	0				10000
5	973	5	0				10000
5	974	5	0				10000
5	1222	5	0				10000
5	1226	5	0				10000
5	1230	5	0				10000
5	1234	5	0				10000
5	1235	5	0				10000
5	1236	5	0				10000
5	1237	5	0				10000
5	1285	5	0				10000
5	1286	5	0				10000
5	1287	5	0				10000
5	1288	5	0				10000
5	1289	5	0				10000
5	1290	5	0				10000
5	1291	5	0				10000
5	1292	5	0				10000
5	1293	5	0				10000
5	1294	5	0				10000
5	1295	5	0				10000
5	1296	5	0				10000
5	1297	5	0				10000
5	1298	5	0				10000
5	1299	5	0				10000
5	1300	5	0				10000
5	1301	5	0				10000
5	1349	5	0				10000
5	1350	5	0				10000
5	1351	5	0				10000
5	1352	5	0				10000
5	1353	5	0				10000
5	1354	5	0				10000
5	1355	5	0				10000
5	1356	5	0				10000
5	1357	5	0				10000
5	1358	5	0				10000
5	1359	5	0				10000
5	1360	5	0				10000
5	1361	5	0				10000
5	1362	5	0				10000
5	1363	5	0				10000
5	1364	5	0				10000
5	1365	5	0				10000
5	1366	5	0				10000
5	1367	5	0				10000
5	1368	5	0				10000
5	1369	5	0				10000
5	1370	5	0				10000
5	1371	5	0				10000
5	1372	5	0				10000
5	1373	5	0				10000
5	1374	5	0				10000
5	1375	5	0				10000
5	1376	5	0				10000
5	1377	5	0				10000
5	1378	5	0				10000
5	1379	5	0				10000
5	1380	5	0				10000
5	1381	5	0				10000
5	1382	5	0				10000
5	1383	5	0				10000
5	1384	5	0				10000
5	1385	5	0				10000
5	1386	5	0				10000
5	1387	5	0				10000
5	1388	5	0				10000
5	1389	5	0				10000
5	1390	5	0				10000
5	1391	5	0				10000
5	1392	5	0				10000
5	1393	5	0				10000
5	1394	5	0				10000
5	1395	5	0				10000
5	1396	5	0				10000
5	1397	5	0				10000
5	1398	5	0				10000
5	1399	5	0				10000
5	1400	5	0				10000
5	1401	5	0				10000
5	1402	5	0				10000
5	1403	5	0				10000
5	1404	5	0				10000
5	1405	5	0				10000
5	1406	5	0				10000
5	1407	5	0				10000
5	1408	5	0				10000
5	1409	5	0				10000
5	1410	5	0				10000
5	1411	5	0				10000
5	1412	5	0				10000
5	1413	5	0				10000
5	1414	5	0				10000
5	1415	5	0				10000
5	1416	5	0				10000
5	1417	5	0				10000
5	1418	5	0				10000
5	1419	5	0				10000
5	1420	5	0				10000
5	1421	5	0				10000
5	1422	5	0				10000
5	1423	5	0				10000
