ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
120746	¿÷¡Ÿ¥®	–¬‘¬Œ¿				28				122			60	6				704800	648000000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120746		0	0	0	0	33947	1	30				20	10																									99999			86364	87109	87374								1392				Œ‰”¸∫⁄¿Œ					1			0		0		0					scripts/Map/Œ‰”¸∫⁄¿Œ/npc/2∫≈_¿÷¡Ÿ¥®/¿÷¡Ÿ¥®.lua															1	10000	-1									254					5	9940	0	2																																										28					0	0	0	0	0								1															2048				1					512	1											1	0.3	1	0																																
120747	ŒÃ”◊÷Æ	∞◊πÌŒÃ				28	3			122			63	6				704800	999999999			54009806					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120747		0	0	0	0	34030	1																													0	0	99999			86349	87088									1392				Œ‰”¸∫⁄¿Œ					1			0		0		0					scripts\Map\Œ‰”¸∫⁄¿Œ\npc\6∫≈_ŒÃ”◊÷Æ\ŒÃ”◊÷Æ.lua															4000	10000	-1								0	254					12	1544	0	6																																										28					0	0	0	0	0								1															2048									512	1											1	0.3																																		
120748						26		9		121					0	0		704800	117647058								22																			120748																																						9999																	Œ‰”¸∫⁄¿Œ					1			0		0		0																						-1							0		254								6																																										26					1024	1024	1024	1024	1024																							2048										0																																														
120749						26		9		121					0	0		704800	117647058								22																			120749																																						9999																	Œ‰”¸∫⁄¿Œ					1			0		0		0																						-1							0		254								6																																										26					1024	1024	1024	1024	1024																							2048										0																																														
120756						26		9		121			821	6	0	0		704800	117647058								30																			120756																																						99999			87578														Œ‰”¸∫⁄¿Œ					1			0		0		0																						-1							0		254					5	3750		2																																										26					0	0	0	0	0																							2048										1						0								0																																
120757						26		9		121				6	0	0		704800	117647058								30																			120757																																						99999																	Œ‰”¸∫⁄¿Œ					1			0		0		0																						-1							0		254					5	3750		2																																										26					0	0	0	0	0																							2048										1						0								0																																
120759	ŒÃ”◊÷Æ					28		9		122			63		0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		120759						34030	1	80																														99999			86757	87089									2				Œ‰”¸∫⁄¿Œ			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
120760						28		18		122				6	0	0		704800	82280376			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120760		29264	14632	29264	14632	28	1																															99999			86554	86742	86743												Œ‰”¸∫⁄¿Œ					1			0		0		0					scripts/Map/Œ‰”¸∫⁄¿Œ/npc/2∫≈_¿÷¡Ÿ¥®/æµª®ÀÆ‘¬.lua															1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
120761	¿÷¡Ÿ¥®					28		9		122				6	0	0		704800	82280376			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120761		29264	14632	29264	14632																																	99999			87405														Œ‰”¸∫⁄¿Œ					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											28					0	0	0	0	0																							2048									512	1	1					0																																								
120762	¿÷¡Ÿ¥®					28		9		122				6	0	0		704800	82280376			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120762		29264	14632	29264	14632																																	99999																	Œ‰”¸∫⁄¿Œ					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											28					0	0	0	0	0																							2048									512	1	1					0																																								
120763	¿÷¡Ÿ¥®					28		9		122			512	6	0	0		704800	82280376			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120763		29264	14632	29264	14632																																	99999			86555														Œ‰”¸∫⁄¿Œ					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											28					0	0	0	0	0																							2048									512	1	1					0																																								
120764	¿÷¡Ÿ¥®					28		9		122				6	0	0		704800	82280376			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		120764		29264	14632	29264	14632																																	99999																	Œ‰”¸∫⁄¿Œ					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											28					0	0	0	0	0																							2048									512	1	1					0																																								
