CraftID	RecipeID	ProfessionID	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
0	0	0	0	0	0	0	0
6	5	6	0				10000
6	15	6	0				10000
6	16	6	0				10000
6	17	6	0				10000
6	28	6	0				10000
6	48	6	0				10000
6	71	6	0				10000
6	96	6	0				10000
6	103	6	0				10000
6	117	6	0				10000
6	120	6	0				10000
6	132	6	0				10000
6	137	6	0				10000
6	142	6	0				10000
6	146	6	0				10000
6	156	6	0				10000
6	163	6	0				10000
6	164	6	0				10000
6	165	6	0				10000
6	166	6	0				10000
6	199	6	0				10000
6	200	6	0				10000
6	201	6	0				10000
6	203	6	0				10000
6	204	6	0				10000
6	205	6	0				10000
6	239	6	0				10000
6	268	6	0				10000
6	269	6	0				10000
6	270	6	0				10000
6	457	6	0				10000
6	458	6	0				10000
6	986	6	0				10000
6	990	6	0				10000
6	994	6	0				10000
6	998	6	0				10000
6	1007	6	0				10000
6	1008	6	0				10000
6	1009	6	0				10000
6	1010	6	0				10000
6	1011	6	0				10000
6	1076	6	0				10000
6	1077	6	0				10000
6	1078	6	0				10000
6	1079	6	0				10000
6	1080	6	0				10000
6	1081	6	0				10000
6	1082	6	0				10000
6	1083	6	0				10000
6	1084	6	0				10000
6	1085	6	0				10000
6	1086	6	0				10000
6	1087	6	0				10000
6	1152	6	0				10000
6	1153	6	0				10000
6	1154	6	0				10000
6	1155	6	0				10000
6	1156	6	0				10000
6	1157	6	0				10000
6	1158	6	0				10000
6	1159	6	0				10000
6	1160	6	0				10000
6	1161	6	0				10000
6	1162	6	0				10000
6	1163	6	0				10000
6	1164	6	0				10000
6	1165	6	0				10000
6	1166	6	0				10000
6	1167	6	0				10000
6	1168	6	0				10000
6	1169	6	0				10000
6	1170	6	0				10000
6	1171	6	0				10000
6	1172	6	0				10000
6	1173	6	0				10000
6	1174	6	0				10000
6	1175	6	0				10000
6	1176	6	0				10000
6	1177	6	0				10000
6	1178	6	0				10000
6	1179	6	0				10000
6	1180	6	0				10000
6	1181	6	0				10000
6	1182	6	0				10000
6	1183	6	0				10000
6	1184	6	0				10000
6	1185	6	0				10000
6	1186	6	0				10000
6	1187	6	0				10000
6	1188	6	0				10000
6	1189	6	0				10000
6	1190	6	0				10000
6	1191	6	0				10000
6	1192	6	0				10000
6	1193	6	0				10000
6	1194	6	0				10000
6	1195	6	0				10000
6	1196	6	0				10000
6	1197	6	0				10000
6	1198	6	0				10000
6	1199	6	0				10000
6	1200	6	0				10000
6	1201	6	0				10000
6	1202	6	0				10000
6	1203	6	0				10000
6	1204	6	0				10000
6	1205	6	0				10000
6	1206	6	0				10000
6	1207	6	0				10000
6	1208	6	0				10000
6	1209	6	0				10000
6	1210	6	0				10000
6	1211	6	0				10000
6	1212	6	0				10000
6	1213	6	0				10000
6	1214	6	0				10000
6	1215	6	0				10000
6	1216	6	0				10000
6	1217	6	0				10000
6	1218	6	0				10000
6	1219	6	0				10000
6	1220	6	0				10000
6	1221	6	0				10000
6	1222	6	0				10000
6	1223	6	0				10000
6	1224	6	0				10000
6	1225	6	0				10000
6	1226	6	0				10000
6	1227	6	0				10000
6	1228	6	0				10000
6	1229	6	0				10000
6	1230	6	0				10000
6	1231	6	0				10000
6	1232	6	0				10000
6	1233	6	0				10000
6	1234	6	0				10000
6	1235	6	0				10000
6	1236	6	0				10000
6	1237	6	0				10000
6	1238	6	0				10000
6	1239	6	0				10000
6	1240	6	0				10000
6	1241	6	0				10000
6	1242	6	0				10000
6	1243	6	0				10000
6	1244	6	0				10000
6	1245	6	0				10000
6	1246	6	0				10000
6	1247	6	0				10000
6	1248	6	0				10000
6	1249	6	0				10000
6	1250	6	0				10000
6	1251	6	0				10000
6	1252	6	0				10000
6	1253	6	0				10000
6	1254	6	0				10000
