ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
124863	魏华	天极殿首徒				28				123				6				704800	189610000			100000000					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		124863		233228	0	233228	0	28	1																															99999			88001										1392				25人普通九老洞					1			0		0		0					scripts/Map/九老洞/npc/1号_魏华/魏华.lua															1	10000	-1									254					15	10540	0	1																																										28					0	0	0	0	0								1															2048									1024	1												0.15			10																															
124864	暗梦仙体的幻影					28				122				5				704800	99999999			9910273					24	10000	10000	10000	10000	10000	0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		124864		22826	0	0	0	28	1									144	144						1	212	160	2		64	24		1	32						99999999			88140										2				25人普通九老洞					1			0		0		0					scripts/Map/九老洞/npc/6号_月泉淮/迦楼罗连闪分身.lua															4000	10000	-1								5	254					10	9390	24324	6																																										28					0	0	0	0	0																							2048										1																																														
124865	幻念剑影	新月卫·小遗仙				28				123			64	6				704800	648000000			3151859					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		124865		1560	0	0	0	35401	1																															99999			88124										1392				25人普通九老洞					1			0		0		0																				1	10000	-1									254					15	1544	100000	3																																										28					0	0	0	0	0								1															2048				1					512	1											1	0.3		0																																
124866						26		9		111					0	0		704800	99999999								22																			124866																																						9999																	25人普通九老洞					1			0		0		0																						-1							0		254								1																																										26					0	0	0	0	0																							2048										1																																														
124867						28		9		123					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		124867		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人普通九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																										28					1024	1024	1024	1024	1024																							2048									1536	1						0																																								
124868	金翅鸟化身					28				122				5				704800	9984000			9910273					24	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		124868		84554	0	0	0	28	1								1	160	80			32	32		1	212	160	2		64	24		1	32						99999999			88152										2				25人普通九老洞					1			0		0		0					scripts/Map/九老洞/npc/6号_月泉淮/金翅鸟化身.lua															4000	10000	-1								5	254					10	9390	24324	6																																										28					0	0	0	0	0																							2048									512	1																																														
124869						26		9		120					0	0		704800	99999999								22																			124869																																						9999																	25人普通九老洞					1			0		0		0																						-1							0		254								1																																										26					0	0	0	0	0																							2048										1																																														
124870	星野剑阵					27				124				5				180	999999999			4390494					22	10000	10000	10000	10000	10000	0	1982	1982	1982	1982	1982		7060	7060	7060	7060	7060		124870		0	0	24406	12203	28	1			1	1024	20	10	28661	1	320	32																					4800			88502										2				25人普通九老洞					1			0		0		0																				4000	10000	3840									254					10	9940																																																	0	0	0	0	0																																512	1																																														
124871	魏华					28		9		123					0	0		704800	99999999								22																			124871																																						99999													2				25人普通九老洞					1			0		0		0																						-1							0		254																																																		28					0	0	0	0	0																							2048										1																																														
124872	麒麟					28		9		123				6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		124872		26083	13041	26083	13041	28	1																															99999																	25人普通九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
124873						28		9		123					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		124873		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人普通九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																										28					1024	1024	1024	1024	1024																							2048									1536	1						0																																								
124874	聚合的内力					28		9		123								704800	99999999			10000000					66																			124874						28	1																															99999			88020										2				25人普通九老洞					1			0		0		0																						-1									254																																																		28					0	0	0	0	0																							2048										1						0																																								
124875						26		9		123					0	0		704800	99999999								22																			124875																																						9999																	25人普通九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										1																																														
124876	麒麟					28		9		123				6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		124876		26083	13041	26083	13041	28	1																															99999																	25人普通九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
