ID	Name	TabType	TabIndex	StartPrice	Duration	Probability
0				1	226800	0
1	无界头饰	7	43650	11500		2
2	无界头饰	7	43651	11500		2
3	无界头饰	7	43652	11500		2
4	无界头饰	7	43653	11500		2
5	无界头饰	7	43654	11500		2
6	无界头饰	7	43655	11500		2
7	无界头饰	7	43656	11500		2
8	无界头饰	7	43657	11500		2
9	无界护臂	7	43658	11500		2
10	无界护臂	7	43659	11500		2
11	无界护臂	7	43660	11500		2
12	无界护臂	7	43661	11500		2
13	无界护臂	7	43662	11500		2
14	无界护臂	7	43663	11500		2
15	无界护臂	7	43664	11500		2
16	无界护臂	7	43665	11500		2
17	无界裤	7	43666	11500		2
18	无界裤	7	43667	11500		2
19	无界裤	7	43668	11500		2
20	无界裤	7	43669	11500		2
21	无界裤	7	43670	11500		2
22	无界裤	7	43671	11500		2
23	无界裤	7	43672	11500		2
24	无界裤	7	43673	11500		2
25	无界鞋	7	43674	11500		2
26	无界鞋	7	43675	11500		2
27	无界鞋	7	43676	11500		2
28	无界鞋	7	43677	11500		2
29	无界鞋	7	43678	11500		2
30	无界鞋	7	43679	11500		2
31	无界鞋	7	43680	11500		2
32	无界鞋	7	43681	11500		2
33	无界项链	8	24682	9500		2
34	无界项链	8	24683	9500		2
35	无界项链	8	24684	9500		2
36	无界项链	8	24685	9500		2
37	无界项链	8	24686	9500		2
38	无界项链	8	24687	9500		2
39	无界项链	8	24688	9500		2
40	无界项链	8	24689	9500		2
41	无界腰坠	8	24690	9500		2
42	无界腰坠	8	24691	9500		2
43	无界腰坠	8	24692	9500		2
44	无界腰坠	8	24693	9500		2
45	无界腰坠	8	24694	9500		2
46	无界腰坠	8	24695	9500		2
47	无界腰坠	8	24696	9500		2
48	无界腰坠	8	24697	9500		2
49	无界囊	6	20013	12500		2
50	无界囊	6	20014	12500		2
51	无界囊	6	20015	12500		2
52	无界囊	6	20016	12500		2
53	无界囊	6	20017	12500		2
54	无界囊	6	20018	12500		2
55	无界囊	6	20019	12500		2
56	无界囊	6	20020	12500		2
57	无界头饰	7	43682	15500		2
58	无界头饰	7	43683	15500		2
59	无界头饰	7	43684	15500		1
60	无界头饰	7	43685	15500		1
61	无界头饰	7	43686	15500		1
62	无界头饰	7	43687	15500		1
63	无界头饰	7	43688	15500		1
64	无界头饰	7	43689	15500		1
65	无界护臂	7	43690	15500		1
66	无界护臂	7	43691	15500		1
67	无界护臂	7	43692	15500		1
68	无界护臂	7	43693	15500		1
69	无界护臂	7	43694	15500		1
70	无界护臂	7	43695	15500		1
71	无界护臂	7	43696	15500		1
72	无界护臂	7	43697	15500		1
73	无界裤	7	43698	15500		1
74	无界裤	7	43699	15500		1
75	无界裤	7	43700	15500		1
76	无界裤	7	43701	15500		1
77	无界裤	7	43702	15500		1
78	无界裤	7	43703	15500		1
79	无界裤	7	43704	15500		1
80	无界裤	7	43705	15500		1
81	无界鞋	7	43706	15500		1
82	无界鞋	7	43707	15500		1
83	无界鞋	7	43708	15500		1
84	无界鞋	7	43709	15500		1
85	无界鞋	7	43710	15500		1
86	无界鞋	7	43711	15500		1
87	无界鞋	7	43712	15500		1
88	无界鞋	7	43713	15500		1
89	无界项链	8	24698	13500		1
90	无界项链	8	24699	13500		1
91	无界项链	8	24700	13500		1
92	无界项链	8	24701	13500		1
93	无界项链	8	24702	13500		1
94	无界项链	8	24703	13500		1
95	无界项链	8	24704	13500		1
96	无界项链	8	24705	13500		1
97	无界腰坠	8	24706	13500		1
98	无界腰坠	8	24707	13500		1
99	无界腰坠	8	24708	13500		1
100	无界腰坠	8	24709	13500		1
101	无界腰坠	8	24710	13500		1
102	无界腰坠	8	24711	13500		1
103	无界腰坠	8	24712	13500		1
104	无界腰坠	8	24713	13500		1
105	无界囊	6	20021	16500		1
106	无界囊	6	20022	16500		1
107	无界囊	6	20023	16500		1
108	无界囊	6	20024	16500		1
109	无界囊	6	20025	16500		1
110	无界囊	6	20026	16500		1
111	无界囊	6	20027	16500		1
112	无界囊	6	20028	16500		1
