ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
112443	张景超	飞熊				28	3			124				6				704800	171580000			1007111799					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112443		0	0	0	0	31089	3																													0	0	99999			81922										1392				25人英雄西津渡					1			0		0		0					scripts\Map\西津渡\npc\1号_张景超\张景超.lua															1	10000	-1								0	254					15	11190	0	1																																										28					0	0	0	0	0								1															2048									1536	1															10																															
112444						28		9		124			418		0	0		704800	999999999								22							4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112444																																						99999													2				25人英雄西津渡			3		1			0		0		0																						-1							0		254						11190		1																																										28					0	0	0	0	0																							2048									1536	0						0																																								
112445						28				122					0	0		704800	999999999								22						0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		112445						28	1																															99999			82046										2				25人英雄西津渡			3		1			0		0		0																				1	10000	-1							0		254						9940		1																																										28					0	0	0	0	0																							2048									512	1						0																																								
112446	苏凤楼	孤鸿				28				124			60	6				704800	167616000			100000000					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112446		340520	0	340520	0	32199	1					20	10																									99999			81814										1392				25人英雄西津渡					1			0		0		0					scripts/Map/西津渡/npc/3号_苏凤楼/苏凤楼.lua															1	10000	-1									254					15	11190		3																																										28					0	0	0	0	0								1															2048				1					1536	1														0	10																															
112447	藤原佑野	秘藤比丘				28				124			56	6				704800	133885440			113376066					22	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112447		353663	0	353663	0	31229	1																															99999			82059										2				25人英雄西津渡					1			0		0		0					scripts/Map/西津渡/npc/5号_藤原佑野/藤原佑野.lua															1	10000	-1									254					15	11190		5																																										28					0	0	0	0	0								1															2048									1536	1															10																															
112448	另一个苏凤楼					28				124			384	6				704800	116736000			113376066					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112448		250154	125079	250154	125079	32323	1					20	10																									99999			81816										5499				25人英雄西津渡					1			0		0		0					scripts/Map/西津渡/npc/3号_苏凤楼/另一个苏凤楼.lua															1	10000	-1									254					15	11190		3																																										28					0	0	0	0	0								1															2048				1					1536	1														0	10																															
112449						26		9		111					0	0		704800	99999999								22																			112449																																						9999																	25人英雄西津渡					1			0		0		0																						-1							0		254								5																																										26					0	0	0	0	0																							2048										0																																														
112450						26		9		111					0	0		704800	99999999								22																			112450																																						99999																	25人英雄西津渡					1			0		0		0																						-1							0		254								3																																										26					0	0	0	0	0																							2048										0																																														
112451						26		9		111					0	0		704800	99999999								22																			112451																																						9999																	25人英雄西津渡					1			0		0		0																						-1							0		254								5																																										26					0	0	0	0	0																							2048										0																																														
112452						28		9		110			96	5	0	0		704800	13192590			11873331					22						0	1105	1105	1105	1105	1105		2121	193	193	193	193		112452		33414	16707	33414	16707																																	9999			82202														25人英雄西津渡					1			0		0		0																					10000	-1							0		254					13	3750																																												28					1024	1024	1024	1024	1024																							2048										0																																														
112453						26		9		111					0	0		704800	99999999								22																			112453																																						99999																	25人英雄西津渡					1			0		0		0																						-1							0		254								3																																										26					0	0	0	0	0																							2048										0																																														
112454	藤原佑野					28		9		122			104		0	0		704800	99999999								22																			112454																																						99999			82137										2				25人英雄西津渡					1			0		0		0																						-1							0		254						9940																																												28					0	0	0	0	0																							2048										0																																														
112455	藤原佑野					28		5		124			62	5				704800	23712000			35430020					22	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112455		95185	47592	95185	47592	31229	1																															99999			82059										2				25人英雄西津渡					1			0		0		0																				1	10000	-1									254					13	11190																																												28					0	0	0	0	0								1															2048									1536	1															10																															
112456	张法雷	霆蛇				28	3			124				6				704800	24964200			54009806					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112456		0	0	0	0	32943	1								1	32																				0	0	99999			81921										1392				25人英雄西津渡					1			0		0		0					scripts\Map\西津渡\npc\1号_张景超\张法雷.lua															4000	10000	-1								0	254					12	11190	0	1																																										28					0	0	0	0	0								1															2048									1536	1															10																															
112457	藤原佑野					28		9		122					0	0		704800	99999999								22																			112457																																						99999			82138										2				25人英雄西津渡					1			0		0		0																						-1							0		254						9940																																												28					0	0	0	0	0																							2048										0																																														
112458	藤原佑野					28		5		121			943	5				704800	33034246			29730821					22	10000	10000	10000	10000	10000	0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		112458		81854	40927	81854	40927																																	9999																	25人英雄西津渡					1			0		0		0																				4000	10000	-1									254					13	9390																																												28					1024	1024	1024	1024	1024																							2048									512	0																																														
112459						26		9		121					0	0		704800	99999999								22																			112459																																						9999																	25人英雄西津渡					1			0		0		0																						-1							0		254								1																																										26					1024	1024	1024	1024	1024																							2048										0																																														
112460	藤原佑野					28		5		124				6				704800	59280000			0					22	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		112460		150093	75047	150093	75047	28	1																															99999			82059	82060									2				25人英雄西津渡					1			0		0		0					scripts/Map/西津渡/npc/5号_藤原佑野/式神拟态.lua															1	10000	-1									254					12	11190																																												28					0	0	0	0	0																							2048									1536	1																																														
